datetime,F0-Xc,F0-Yc,F1-Xc,F1-Yc,F2-Xc,F2-Yc,F3-Xc,F3-Yc,F4-Xc,F4-Yc,F5-Xc,F5-Yc,F6-Xc,F6-Yc,F7-Xc,F7-Yc,F8-Xc,F8-Yc,F9-Xc,F9-Yc,F10-Xc,F10-Yc,F11-Xc,F11-Yc,F12-Xc,F12-Yc,F13-Xc,F13-Yc,CicloActivo,NombreCiclo,ID_EC,diametro

2026-05-01T15:00:59.918Z,0.49508902430534363,0.935411810874939,-0.11663785576820374,0.9009064435958862,-0.2720778286457062,1.0983744859695435,-0.8762132525444031,1.1626613140106201,-1.2412211894989014,1.4207935333251953,-1.8673983812332153,1.3870896100997925,-2.1298348903656006,1.438174843788147,-2.0244624614715576,1.7591311931610107,-2.4554619789123535,1.7648988962173462,-2.6429896354675293,1.918965220451355,-2.800884962081909,1.9002388715744019,-2.499455690383911,1.8682267665863037,-2.322129249572754,2.085094928741455,-1.685488224029541,1.9640297889709473,false,CNAIIxyz,E3807,0
2026-06-16T13:55:23.360Z,2.499354839324951,-1.2093276977539062,1.9559530019760132,-2.121851921081543,2.116806745529175,-1.5611519813537598,1.7019346952438354,-1.3612334728240967,0.8769553899765015,-1.1834239959716797,0.47219058871269226,-0.9028838872909546,-0.5046744346618652,-0.7064424753189087,-1.0699825286865234,-0.4665955603122711,-1.4855079650878906,0.1644410490989685,-1.8872381448745728,0.427640825510025,-1.8915929794311523,0.9574388861656189,-1.5652258396148682,1.4515458345413208,-1.269460916519165,2.072192907333374,-0.7927268147468567,2.478590250015259,true,CNAII,E3867,0

2026-06-16T13:55:27.372Z,2.499354839324951,-1.2093276977539062,1.9559530019760132,-2.121851921081543,2.116806745529175,-1.5611519813537598,1.7019346952438354,-1.3612334728240967,0.8769553899765015,-1.1834239959716797,0.47219058871269226,-0.9028838872909546,-0.5046744346618652,-0.7064424753189087,-1.0699825286865234,-0.4665955603122711,-1.4855079650878906,0.1644410490989685,-1.8872381448745728,0.427640825510025,-1.8915929794311523,0.9574388861656189,-1.5652258396148682,1.4515458345413208,-1.269460916519165,2.072192907333374,-0.7927268147468567,2.478590250015259,true,CNAII,E3867,107.79627990722656

2026-06-16T13:55:28.377Z,2.499354839324951,-1.2093276977539062,1.9559530019760132,-2.121851921081543,2.116806745529175,-1.5611519813537598,1.7019346952438354,-1.3612334728240967,0.8769553899765015,-1.1834239959716797,0.47219058871269226,-0.9028838872909546,-0.5046744346618652,-0.7064424753189087,-1.0699825286865234,-0.4665955603122711,-1.4855079650878906,0.1644410490989685,-1.8872381448745728,0.427640825510025,-1.8915929794311523,0.9574388861656189,-1.5652258396148682,1.4515458345413208,-1.269460916519165,2.072192907333374,-0.7927268147468567,2.478590250015259,true,CNAII,E3867,107.79629516601562

2026-06-16T13:58:04.809Z,2.499354839324951,-1.2093276977539062,1.9559530019760132,-2.121851921081543,2.116806745529175,-1.5611519813537598,1.7019346952438354,-1.3612334728240967,0.8769553899765015,-1.1834239959716797,0.47219058871269226,-0.9028838872909546,-0.5046744346618652,-0.7064424753189087,-1.0699825286865234,-0.4665955603122711,-1.4855079650878906,0.1644410490989685,-1.8872381448745728,0.427640825510025,-1.8915929794311523,0.9574388861656189,-1.5652258396148682,1.4515458345413208,-1.269460916519165,2.072192907333374,-0.7927268147468567,2.478590250015259,false,CNAII,E3867,107.79629516601562

2026-06-16T14:12:41.205Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,CNAII,E3870,107.79629516601562

2026-06-16T14:13:34.682Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.909400224685669,-2.580016613006592,true,CNAII,E3870,0

2026-06-16T14:15:18.764Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5023587942123413,-2.252999782562256,0.909400224685669,-2.580016613006592,true,CNAII,E3870,0

2026-06-16T14:16:28.419Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1926463097333908,-1.802176594734192,0.5023587942123413,-2.252999782562256,0.909400224685669,-2.580016613006592,true,CNAII,E3870,0

2026-06-16T14:17:38.109Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.613849401473999,-1.6549644470214844,0.1926463097333908,-1.802176594734192,0.5023587942123413,-2.252999782562256,0.909400224685669,-2.580016613006592,true,CNAII,E3870,0

2026-06-16T14:18:48.863Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5861601829528809,-1.3103947639465332,-0.613849401473999,-1.6549644470214844,0.1926463097333908,-1.802176594734192,0.5023587942123413,-2.252999782562256,0.909400224685669,-2.580016613006592,true,CNAII,E3870,0

2026-06-16T14:19:58.532Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3830500841140747,-0.604113757610321,-0.5861601829528809,-1.3103947639465332,-0.613849401473999,-1.6549644470214844,0.1926463097333908,-1.802176594734192,0.5023587942123413,-2.252999782562256,0.909400224685669,-2.580016613006592,true,CNAII,E3870,0

2026-06-16T14:21:09.235Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.44688087701797485,-0.06452012062072754,-0.3830500841140747,-0.604113757610321,-0.5861601829528809,-1.3103947639465332,-0.613849401473999,-1.6549644470214844,0.1926463097333908,-1.802176594734192,0.5023587942123413,-2.252999782562256,0.909400224685669,-2.580016613006592,true,CNAII,E3870,0

2026-06-16T14:22:20.006Z,0,0,0,0,0,0,0,0,0,0,0,0,-0.45562270283699036,0.27698376774787903,-0.44688087701797485,-0.06452012062072754,-0.3830500841140747,-0.604113757610321,-0.5861601829528809,-1.3103947639465332,-0.613849401473999,-1.6549644470214844,0.1926463097333908,-1.802176594734192,0.5023587942123413,-2.252999782562256,0.909400224685669,-2.580016613006592,true,CNAII,E3870,0

2026-06-16T14:23:30.707Z,0,0,0,0,0,0,0,0,0,0,-0.35498395562171936,0.5167728662490845,-0.45562270283699036,0.27698376774787903,-0.44688087701797485,-0.06452012062072754,-0.3830500841140747,-0.604113757610321,-0.5861601829528809,-1.3103947639465332,-0.613849401473999,-1.6549644470214844,0.1926463097333908,-1.802176594734192,0.5023587942123413,-2.252999782562256,0.909400224685669,-2.580016613006592,true,CNAII,E3870,0

2026-06-16T14:24:41.353Z,0,0,0,0,0,0,0,0,-0.17035351693630219,1.075258731842041,-0.35498395562171936,0.5167728662490845,-0.45562270283699036,0.27698376774787903,-0.44688087701797485,-0.06452012062072754,-0.3830500841140747,-0.604113757610321,-0.5861601829528809,-1.3103947639465332,-0.613849401473999,-1.6549644470214844,0.1926463097333908,-1.802176594734192,0.5023587942123413,-2.252999782562256,0.909400224685669,-2.580016613006592,true,CNAII,E3870,0

2026-06-16T14:25:51.014Z,0,0,0,0,0,0,0.15926474332809448,1.0197328329086304,-0.17035351693630219,1.075258731842041,-0.35498395562171936,0.5167728662490845,-0.45562270283699036,0.27698376774787903,-0.44688087701797485,-0.06452012062072754,-0.3830500841140747,-0.604113757610321,-0.5861601829528809,-1.3103947639465332,-0.613849401473999,-1.6549644470214844,0.1926463097333908,-1.802176594734192,0.5023587942123413,-2.252999782562256,0.909400224685669,-2.580016613006592,true,CNAII,E3870,0

2026-06-16T14:25:52.025Z,0,0,0,0,0,0,0.10518307238817215,1.0388312339782715,-0.17035351693630219,1.075258731842041,-0.35498395562171936,0.5167728662490845,-0.45562270283699036,0.27698376774787903,-0.44688087701797485,-0.06452012062072754,-0.3830500841140747,-0.604113757610321,-0.5861601829528809,-1.3103947639465332,-0.613849401473999,-1.6549644470214844,0.1926463097333908,-1.802176594734192,0.5023587942123413,-2.252999782562256,0.909400224685669,-2.580016613006592,true,CNAII,E3870,0

2026-06-16T14:27:01.704Z,0,0,0,0,0.6120587587356567,1.3235911130905151,0.10518307238817215,1.0388312339782715,-0.17035351693630219,1.075258731842041,-0.35498395562171936,0.5167728662490845,-0.45562270283699036,0.27698376774787903,-0.44688087701797485,-0.06452012062072754,-0.3830500841140747,-0.604113757610321,-0.5861601829528809,-1.3103947639465332,-0.613849401473999,-1.6549644470214844,0.1926463097333908,-1.802176594734192,0.5023587942123413,-2.252999782562256,0.909400224685669,-2.580016613006592,true,CNAII,E3870,0

2026-06-16T14:28:12.446Z,0,0,0.7728778719902039,1.221472978591919,0.6120587587356567,1.3235911130905151,0.10518307238817215,1.0388312339782715,-0.17035351693630219,1.075258731842041,-0.35498395562171936,0.5167728662490845,-0.45562270283699036,0.27698376774787903,-0.44688087701797485,-0.06452012062072754,-0.3830500841140747,-0.604113757610321,-0.5861601829528809,-1.3103947639465332,-0.613849401473999,-1.6549644470214844,0.1926463097333908,-1.802176594734192,0.5023587942123413,-2.252999782562256,0.909400224685669,-2.580016613006592,true,CNAII,E3870,0

2026-06-16T14:30:45.029Z,1.072519302368164,0.9642051458358765,0.7728778719902039,1.221472978591919,0.6120587587356567,1.3235911130905151,0.10518307238817215,1.0388312339782715,-0.17035351693630219,1.075258731842041,-0.35498395562171936,0.5167728662490845,-0.45562270283699036,0.27698376774787903,-0.44688087701797485,-0.06452012062072754,-0.3830500841140747,-0.604113757610321,-0.5861601829528809,-1.3103947639465332,-0.613849401473999,-1.6549644470214844,0.1926463097333908,-1.802176594734192,0.5023587942123413,-2.252999782562256,0.909400224685669,-2.580016613006592,true,CNAII,E3870,0

2026-06-16T14:30:49.074Z,1.072519302368164,0.9642051458358765,0.7728778719902039,1.221472978591919,0.6120587587356567,1.3235911130905151,0.10518307238817215,1.0388312339782715,-0.17035351693630219,1.075258731842041,-0.35498395562171936,0.5167728662490845,-0.45562270283699036,0.27698376774787903,-0.44688087701797485,-0.06452012062072754,-0.3830500841140747,-0.604113757610321,-0.5861601829528809,-1.3103947639465332,-0.613849401473999,-1.6549644470214844,0.1926463097333908,-1.802176594734192,0.5023587942123413,-2.252999782562256,0.909400224685669,-2.580016613006592,true,CNAII,E3870,107.92347717285156

2026-06-16T14:33:25.680Z,1.072519302368164,0.9642051458358765,0.7728778719902039,1.221472978591919,0.6120587587356567,1.3235911130905151,0.10518307238817215,1.0388312339782715,-0.17035351693630219,1.075258731842041,-0.35498395562171936,0.5167728662490845,-0.45562270283699036,0.27698376774787903,-0.44688087701797485,-0.06452012062072754,-0.3830500841140747,-0.604113757610321,-0.5861601829528809,-1.3103947639465332,-0.613849401473999,-1.6549644470214844,0.1926463097333908,-1.802176594734192,0.5023587942123413,-2.252999782562256,0.909400224685669,-2.580016613006592,false,CNAII,E3870,107.92347717285156

2026-06-18T17:59:25.106Z,1.072519302368164,0.9642051458358765,0.7728778719902039,1.221472978591919,0.6120587587356567,1.3235911130905151,0.10518307238817215,1.0388312339782715,-0.17035351693630219,1.075258731842041,-0.35498395562171936,0.5167728662490845,-0.45562270283699036,0.27698376774787903,-0.44688087701797485,-0.06452012062072754,-0.3830500841140747,-0.604113757610321,-0.5861601829528809,-1.3103947639465332,-0.613849401473999,-1.6549644470214844,0.1926463097333908,-1.802176594734192,0.5023587942123413,-2.252999782562256,0.909400224685669,-2.580016613006592,true,CNAII,E3872,107.92347717285156

2026-06-18T17:59:26.099Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,CNAII,E3872,107.92347717285156

2026-06-18T18:00:19.424Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5774610042572021,2.4438316822052,true,CNAII,E3872,0

2026-06-18T18:02:03.007Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.9390373229980469,2.2115955352783203,-1.5774610042572021,2.4438316822052,true,CNAII,E3872,0

2026-06-18T18:02:04.003Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.9460800886154175,2.2484045028686523,-1.5774610042572021,2.4438316822052,true,CNAII,E3872,0

2026-06-18T18:03:13.309Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8329368829727173,2.061094045639038,-1.9460800886154175,2.2484045028686523,-1.5774610042572021,2.4438316822052,true,CNAII,E3872,0

2026-06-18T18:04:23.663Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3444483280181885,1.923757553100586,-1.8329368829727173,2.061094045639038,-1.9460800886154175,2.2484045028686523,-1.5774610042572021,2.4438316822052,true,CNAII,E3872,0

2026-06-18T18:05:34.139Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3256828784942627,1.7611685991287231,-2.3444483280181885,1.923757553100586,-1.8329368829727173,2.061094045639038,-1.9460800886154175,2.2484045028686523,-1.5774610042572021,2.4438316822052,true,CNAII,E3872,0

